order_id,order_date,customer_id,product,category,region,quantity,unit_price,total_price,discount,net_revenue,payment_method
ORD1698,2023-06-12,CUST0137,Yoga Mat,Sports,North,2,17.75,35.5,0.0,35.5,PayPal
ORD1699,2023-06-12,CUST0245,Wall Clock,Home,North,1,38.74,38.74,0.0,38.74,PayPal
ORD1700,2023-06-12,CUST0199,Blender,Kitchen,West,4,186.64,746.56,0.0,746.56,Bank Transfer
ORD1701,2023-06-12,CUST0008,Air Fryer,Kitchen,North,2,79.78,159.56,0.0,159.56,Debit Card
ORD1702,2023-06-13,CUST0225,Yoga Mat,Sports,West,1,33.59,33.59,0.0,33.59,Bank Transfer
ORD1703,2023-06-13,CUST0195,Sunglasses,Accessories,Central,2,47.07,94.14,0.0,94.14,Debit Card
ORD1704,2023-06-13,CUST0020,Denim Jeans,Clothing,East,5,49.41,247.05,0.0,247.05,Credit Card
ORD1705,2023-06-13,CUST0276,Coffee Maker,Kitchen,East,1,223.11,223.11,0.0,223.11,Bank Transfer
ORD1706,2023-06-13,CUST0098,Bluetooth Speaker,Electronics,East,5,278.55,1392.75,0.0,1392.75,Debit Card
ORD1707,2023-06-13,CUST0086,Coffee Maker,Kitchen,South,3,200.21,600.63,0.0,600.63,Bank Transfer
ORD1708,2023-06-13,CUST0238,Backpack,Accessories,East,1,66.75,66.75,0.0,66.75,Bank Transfer
ORD1709,2023-06-13,CUST0280,Laptop Stand,Electronics,West,1,102.93,102.93,0.0,102.93,PayPal
ORD1710,2023-06-14,CUST0104,Sunglasses,Accessories,East,2,49.03,98.06,0.0,98.06,Bank Transfer
ORD1711,2023-06-14,CUST0231,Laptop Stand,Electronics,South,2,264.51,529.02,0.07,491.99,Debit Card
ORD1712,2023-06-14,CUST0082,Laptop Stand,Electronics,East,4,267.06,1068.24,0.0,1068.24,Bank Transfer
ORD1713,2023-06-14,CUST0077,Desk Lamp,Home,South,2,82.98,165.96,0.0,165.96,PayPal
ORD1714,2023-06-14,CUST0229,Mechanical Keyboard,Electronics,North,1,174.87,174.87,0.0,174.87,Debit Card
ORD1715,2023-06-14,CUST0007,Running Shoes,Footwear,North,2,174.26,348.52,0.2,278.82,Bank Transfer
ORD1716,2023-06-14,CUST0253,Air Fryer,Kitchen,Central,5,207.64,1038.2,0.0,1038.2,PayPal
ORD1717,2023-06-14,CUST0004,Yoga Mat,Sports,East,4,62.64,250.56,0.0,250.56,PayPal
ORD1718,2023-06-14,CUST0095,Desk Lamp,Home,South,5,75.61,378.05,0.0,378.05,PayPal
ORD1719,2023-06-14,CUST0153,Bluetooth Speaker,Electronics,East,1,92.61,92.61,0.17,76.87,Debit Card
ORD1720,2023-06-14,CUST0294,Laptop Stand,Electronics,North,4,347.12,1388.48,0.11,1235.75,PayPal
ORD1721,2023-06-15,CUST0035,Bluetooth Speaker,Electronics,North,3,145.85,437.55,0.0,437.55,Bank Transfer
ORD1722,2023-06-15,CUST0141,Desk Lamp,Home,North,4,20.76,83.04,0.0,83.04,Debit Card
ORD1723,2023-06-15,CUST0056,Blender,Kitchen,South,2,183.08,366.16,0.0,366.16,Credit Card
ORD1724,2023-06-15,CUST0148,Air Fryer,Kitchen,West,5,235.46,1177.3,0.0,1177.3,Bank Transfer
ORD1725,2023-06-15,CUST0182,Wall Clock,Home,West,3,52.03,156.09,0.0,156.09,PayPal
ORD1726,2023-06-15,CUST0093,Wall Clock,Home,East,5,68.33,341.65,0.0,341.65,PayPal
ORD1727,2023-06-15,CUST0061,Backpack,Accessories,Central,1,23.87,23.87,0.0,23.87,PayPal
ORD1728,2023-06-15,CUST0109,Wall Clock,Home,Central,4,13.64,54.56,0.0,54.56,Credit Card
ORD1729,2023-06-15,CUST0260,Yoga Mat,Sports,West,3,97.97,293.91,0.0,293.91,Debit Card
ORD1730,2023-06-15,CUST0015,Wireless Headphones,Electronics,North,3,151.41,454.23,0.0,454.23,PayPal
ORD1731,2023-06-16,CUST0070,Sunglasses,Accessories,Central,4,83.71,334.84,0.0,334.84,Bank Transfer
ORD1732,2023-06-16,CUST0212,Mechanical Keyboard,Electronics,East,5,317.78,1588.9,0.0,1588.9,Credit Card
ORD1733,2023-06-16,CUST0170,Blender,Kitchen,South,3,152.14,456.42,0.17,378.83,Debit Card
ORD1734,2023-06-16,CUST0193,Laptop Stand,Electronics,Central,3,301.22,903.66,0.0,903.66,PayPal
ORD1735,2023-06-16,CUST0158,Throw Pillow,Home,East,2,57.62,115.24,0.0,115.24,Debit Card
ORD1736,2023-06-16,CUST0232,Bluetooth Speaker,Electronics,South,1,198.12,198.12,0.0,198.12,Debit Card
ORD1737,2023-06-16,CUST0104,Yoga Mat,Sports,East,2,26.78,53.56,0.0,53.56,Credit Card
ORD1738,2023-06-16,CUST0248,Coffee Maker,Kitchen,East,4,229.09,916.36,0.12,806.4,Debit Card
ORD1739,2023-06-16,CUST0068,Sunglasses,Accessories,North,1,76.66,76.66,0.0,76.66,PayPal
ORD1740,2023-06-16,CUST0023,Bluetooth Speaker,Electronics,East,5,83.75,418.75,0.0,418.75,Credit Card
ORD1741,2023-06-17,CUST0108,Bluetooth Speaker,Electronics,North,3,55.74,167.22,0.0,167.22,Debit Card
ORD1742,2023-06-17,CUST0061,Yoga Mat,Sports,North,3,70.89,212.67,0.0,212.67,Debit Card
ORD1743,2023-06-17,CUST0264,Mechanical Keyboard,Electronics,North,1,53.58,53.58,0.0,53.58,Credit Card
ORD1744,2023-06-17,CUST0146,Yoga Mat,Sports,East,5,48.44,242.2,0.19,196.18,PayPal
ORD1745,2023-06-17,CUST0026,Running Shoes,Footwear,North,5,164.38,821.9,0.0,821.9,PayPal
ORD1746,2023-06-17,CUST0092,Wireless Headphones,Electronics,East,1,80.78,80.78,0.14,69.47,Bank Transfer
ORD1747,2023-06-17,CUST0274,Wall Clock,Home,South,3,75.4,226.2,0.0,226.2,Credit Card
ORD1748,2023-06-17,CUST0240,Coffee Maker,Kitchen,East,1,208.83,208.83,0.0,208.83,Credit Card
ORD1749,2023-06-17,CUST0074,Coffee Maker,Kitchen,South,4,133.52,534.08,0.0,534.08,Debit Card
ORD1750,2023-06-17,CUST0233,Cotton T-Shirt,Clothing,South,3,61.69,185.07,0.0,185.07,Bank Transfer
ORD1751,2023-06-17,CUST0088,Wireless Headphones,Electronics,North,1,154.43,154.43,0.0,154.43,Debit Card
ORD1752,2023-06-17,CUST0055,Cotton T-Shirt,Clothing,East,2,44.0,88.0,0.0,88.0,Debit Card
ORD1753,2023-06-18,CUST0125,Backpack,Accessories,East,4,59.29,237.16,0.0,237.16,PayPal
ORD1754,2023-06-18,CUST0221,Air Fryer,Kitchen,South,3,75.81,227.43,0.0,227.43,Bank Transfer
ORD1755,2023-06-18,CUST0294,Throw Pillow,Home,West,5,65.53,327.65,0.18,268.67,Bank Transfer
ORD1756,2023-06-18,CUST0158,USB-C Hub,Electronics,East,4,146.61,586.44,0.14,504.34,Bank Transfer
ORD1757,2023-06-18,CUST0254,Laptop Stand,Electronics,East,5,280.4,1402.0,0.0,1402.0,Credit Card
ORD1758,2023-06-18,CUST0001,Laptop Stand,Electronics,North,2,315.18,630.36,0.0,630.36,PayPal
ORD1759,2023-06-19,CUST0106,Coffee Maker,Kitchen,East,4,165.43,661.72,0.0,661.72,Debit Card
ORD1760,2023-06-19,CUST0177,Backpack,Accessories,East,3,83.89,251.67,0.0,251.67,Credit Card
ORD1761,2023-06-19,CUST0190,Throw Pillow,Home,North,5,42.34,211.7,0.11,188.41,Credit Card
ORD1762,2023-06-19,CUST0016,Wireless Headphones,Electronics,West,3,81.91,245.73,0.0,245.73,PayPal
ORD1763,2023-06-19,CUST0208,Hoodie,Clothing,West,4,51.39,205.56,0.0,205.56,Bank Transfer
ORD1764,2023-06-19,CUST0185,Hoodie,Clothing,East,2,41.92,83.84,0.13,72.94,Bank Transfer
ORD1765,2023-06-19,CUST0250,Mechanical Keyboard,Electronics,South,2,89.28,178.56,0.05,169.63,Bank Transfer
ORD1766,2023-06-20,CUST0218,Mechanical Keyboard,Electronics,East,4,307.05,1228.2,0.0,1228.2,PayPal
ORD1767,2023-06-20,CUST0116,Coffee Maker,Kitchen,East,5,210.42,1052.1,0.0,1052.1,PayPal
ORD1768,2023-06-20,CUST0257,Hoodie,Clothing,East,5,43.38,216.9,0.0,216.9,Debit Card
ORD1769,2023-06-20,CUST0291,Hoodie,Clothing,Central,5,35.12,175.6,0.0,175.6,Bank Transfer
ORD1770,2023-06-20,CUST0270,Cotton T-Shirt,Clothing,North,4,72.59,290.36,0.2,232.29,Debit Card
ORD1771,2023-06-20,CUST0040,Coffee Maker,Kitchen,East,5,225.78,1128.9,0.14,970.85,Debit Card
ORD1772,2023-06-21,CUST0241,Sunglasses,Accessories,East,1,50.17,50.17,0.0,50.17,Debit Card
ORD1773,2023-06-21,CUST0156,Hoodie,Clothing,South,3,30.22,90.66,0.23,69.81,Debit Card
ORD1774,2023-06-21,CUST0014,Bluetooth Speaker,Electronics,East,5,99.72,498.6,0.25,373.95,Debit Card
ORD1775,2023-06-21,CUST0130,Air Fryer,Kitchen,North,5,46.91,234.55,0.0,234.55,PayPal
ORD1776,2023-06-21,CUST0078,Wall Clock,Home,South,3,11.14,33.42,0.08,30.75,Bank Transfer
ORD1777,2023-06-22,CUST0017,Water Bottle,Sports,West,2,65.92,131.84,0.0,131.84,Debit Card
ORD1778,2023-06-22,CUST0212,Laptop Stand,Electronics,Central,5,329.18,1645.9,0.15,1399.02,Bank Transfer
ORD1779,2023-06-22,CUST0177,Protein Powder,Health,East,2,32.65,65.3,0.0,65.3,Credit Card
ORD1780,2023-06-22,CUST0244,Water Bottle,Sports,West,1,20.51,20.51,0.0,20.51,Debit Card
ORD1781,2023-06-22,CUST0200,Air Fryer,Kitchen,West,5,81.41,407.05,0.0,407.05,Bank Transfer
ORD1782,2023-06-22,CUST0230,Water Bottle,Sports,North,4,16.25,65.0,0.0,65.0,Bank Transfer
ORD1783,2023-06-22,CUST0182,Sunglasses,Accessories,Central,1,22.3,22.3,0.0,22.3,Bank Transfer
ORD1784,2023-06-23,CUST0237,Sunglasses,Accessories,South,1,34.15,34.15,0.0,34.15,PayPal
ORD1785,2023-06-23,CUST0093,Throw Pillow,Home,West,5,36.99,184.95,0.0,184.95,Debit Card
ORD1786,2023-06-23,CUST0054,Desk Lamp,Home,North,1,76.54,76.54,0.07,71.18,Bank Transfer
ORD1787,2023-06-23,CUST0030,Cotton T-Shirt,Clothing,North,3,27.87,83.61,0.17,69.4,PayPal
ORD1788,2023-06-23,CUST0193,Wall Clock,Home,East,1,16.91,16.91,0.0,16.91,PayPal
ORD1789,2023-06-23,CUST0039,USB-C Hub,Electronics,West,3,137.37,412.11,0.0,412.11,Bank Transfer
ORD1790,2023-06-23,CUST0142,Water Bottle,Sports,West,3,42.02,126.06,0.0,126.06,Credit Card
ORD1791,2023-06-23,CUST0092,Denim Jeans,Clothing,South,1,28.27,28.27,0.0,28.27,Bank Transfer
ORD1792,2023-06-23,CUST0074,Laptop Stand,Electronics,East,2,232.09,464.18,0.15,394.55,Bank Transfer
ORD1793,2023-06-24,CUST0229,Coffee Maker,Kitchen,West,1,37.67,37.67,0.2,30.14,Credit Card
ORD1794,2023-06-24,CUST0137,Air Fryer,Kitchen,North,1,235.24,235.24,0.0,235.24,PayPal
ORD1795,2023-06-24,CUST0252,Sunglasses,Accessories,Central,5,15.28,76.4,0.0,76.4,Bank Transfer
ORD1796,2023-06-24,CUST0247,Hoodie,Clothing,South,1,46.03,46.03,0.24,34.98,Credit Card
ORD1797,2023-06-24,CUST0029,Throw Pillow,Home,East,3,36.68,110.04,0.0,110.04,Credit Card
ORD1798,2023-06-24,CUST0149,Cotton T-Shirt,Clothing,East,3,17.07,51.21,0.0,51.21,PayPal
ORD1799,2023-06-25,CUST0184,Denim Jeans,Clothing,East,3,55.84,167.52,0.0,167.52,Bank Transfer
ORD1800,2023-06-25,CUST0123,Laptop Stand,Electronics,Central,4,269.6,1078.4,0.09,981.34,Bank Transfer
ORD1801,2023-06-25,CUST0231,Denim Jeans,Clothing,North,5,52.53,262.65,0.0,262.65,Credit Card
ORD1802,2023-06-25,CUST0268,Bluetooth Speaker,Electronics,South,3,285.33,855.99,0.07,796.07,Bank Transfer
ORD1803,2023-06-25,CUST0251,Desk Lamp,Home,North,5,28.64,143.2,0.2,114.56,Credit Card
ORD1804,2023-06-26,CUST0158,Protein Powder,Health,West,2,20.86,41.72,0.0,41.72,Credit Card
ORD1805,2023-06-26,CUST0059,Coffee Maker,Kitchen,East,5,44.07,220.35,0.0,220.35,Bank Transfer
ORD1806,2023-06-26,CUST0173,Wall Clock,Home,West,2,15.05,30.1,0.0,30.1,Bank Transfer
ORD1807,2023-06-26,CUST0110,Sunglasses,Accessories,North,5,55.94,279.7,0.0,279.7,Credit Card
ORD1808,2023-06-26,CUST0190,Throw Pillow,Home,North,1,19.66,19.66,0.13,17.1,PayPal
ORD1809,2023-06-27,CUST0193,Throw Pillow,Home,North,1,73.28,73.28,0.0,73.28,PayPal
ORD1810,2023-06-27,CUST0146,Wireless Headphones,Electronics,Central,1,50.9,50.9,0.07,47.34,Bank Transfer
ORD1811,2023-06-27,CUST0231,Air Fryer,Kitchen,West,2,61.48,122.96,0.0,122.96,Bank Transfer
ORD1812,2023-06-27,CUST0256,Protein Powder,Health,Central,5,61.5,307.5,0.0,307.5,Credit Card
ORD1813,2023-06-27,CUST0049,Backpack,Accessories,South,1,56.83,56.83,0.25,42.62,Debit Card
ORD1814,2023-06-27,CUST0142,Desk Lamp,Home,East,4,71.63,286.52,0.0,286.52,Credit Card
ORD1815,2023-06-27,CUST0243,Yoga Mat,Sports,North,2,86.95,173.9,0.0,173.9,Bank Transfer
ORD1816,2023-06-27,CUST0108,Running Shoes,Footwear,North,1,42.83,42.83,0.0,42.83,Bank Transfer
ORD1817,2023-06-28,CUST0276,Wall Clock,Home,West,4,13.47,53.88,0.0,53.88,PayPal
ORD1818,2023-06-28,CUST0228,Running Shoes,Footwear,West,4,109.66,438.64,0.1,394.78,Debit Card
ORD1819,2023-06-28,CUST0122,Hoodie,Clothing,North,3,26.49,79.47,0.1,71.52,Bank Transfer
ORD1820,2023-06-28,CUST0028,Yoga Mat,Sports,South,2,22.72,45.44,0.0,45.44,Bank Transfer
ORD1821,2023-06-28,CUST0070,Mechanical Keyboard,Electronics,North,5,185.5,927.5,0.0,927.5,Bank Transfer
ORD1822,2023-06-28,CUST0031,Yoga Mat,Sports,East,3,36.23,108.69,0.19,88.04,Debit Card
ORD1823,2023-06-28,CUST0152,Mechanical Keyboard,Electronics,North,4,186.57,746.28,0.12,656.73,PayPal
ORD1824,2023-06-28,CUST0045,Wall Clock,Home,Central,5,87.61,438.05,0.0,438.05,Bank Transfer
ORD1825,2023-06-28,CUST0143,Blender,Kitchen,East,2,160.15,320.3,0.0,320.3,Credit Card
ORD1826,2023-06-28,CUST0114,Hoodie,Clothing,West,2,27.61,55.22,0.0,55.22,PayPal
ORD1827,2023-06-29,CUST0259,Hoodie,Clothing,Central,1,74.45,74.45,0.0,74.45,Credit Card
ORD1828,2023-06-29,CUST0051,Hoodie,Clothing,East,4,63.01,252.04,0.0,252.04,Bank Transfer
ORD1829,2023-06-29,CUST0209,Air Fryer,Kitchen,North,5,195.68,978.4,0.0,978.4,PayPal
ORD1830,2023-06-29,CUST0157,Mechanical Keyboard,Electronics,South,2,243.29,486.58,0.15,413.59,PayPal
ORD1831,2023-06-29,CUST0071,Coffee Maker,Kitchen,Central,5,35.37,176.85,0.0,176.85,Bank Transfer
ORD1832,2023-06-30,CUST0171,Coffee Maker,Kitchen,West,1,219.28,219.28,0.23,168.85,Credit Card
ORD1833,2023-06-30,CUST0295,Backpack,Accessories,South,3,67.35,202.05,0.0,202.05,PayPal
ORD1834,2023-06-30,CUST0187,Laptop Stand,Electronics,East,3,269.73,809.19,0.24,614.98,Credit Card
ORD1835,2023-06-30,CUST0090,USB-C Hub,Electronics,South,4,234.74,938.96,0.0,938.96,Credit Card
ORD1836,2023-06-30,CUST0277,Desk Lamp,Home,West,2,21.07,42.14,0.0,42.14,Credit Card
ORD1837,2023-06-30,CUST0116,Air Fryer,Kitchen,West,5,221.65,1108.25,0.0,1108.25,Debit Card
ORD1838,2023-06-30,CUST0033,Cotton T-Shirt,Clothing,Central,5,54.85,274.25,0.0,274.25,Debit Card
ORD1839,2023-06-30,CUST0273,Cotton T-Shirt,Clothing,East,5,45.18,225.9,0.19,182.98,Debit Card
ORD1840,2023-06-30,CUST0045,Coffee Maker,Kitchen,East,1,71.44,71.44,0.0,71.44,Credit Card
ORD1841,2023-06-30,CUST0058,Denim Jeans,Clothing,Central,3,72.37,217.11,0.08,199.74,PayPal
ORD1842,2023-07-01,CUST0278,Yoga Mat,Sports,East,1,45.78,45.78,0.0,45.78,PayPal
ORD1843,2023-07-01,CUST0012,Air Fryer,Kitchen,South,4,192.3,769.2,0.09,699.97,PayPal
ORD1844,2023-07-01,CUST0168,Blender,Kitchen,East,4,157.32,629.28,0.0,629.28,Bank Transfer
ORD1845,2023-07-01,CUST0156,Throw Pillow,Home,East,5,77.35,386.75,0.0,386.75,PayPal
ORD1846,2023-07-01,CUST0148,Backpack,Accessories,North,3,32.01,96.03,0.0,96.03,Credit Card
ORD1847,2023-07-01,CUST0083,Mechanical Keyboard,Electronics,South,4,335.86,1343.44,0.0,1343.44,Debit Card
ORD1848,2023-07-01,CUST0295,Running Shoes,Footwear,Central,2,58.38,116.76,0.25,87.57,PayPal
ORD1849,2023-07-02,CUST0177,Cotton T-Shirt,Clothing,North,5,56.55,282.75,0.0,282.75,PayPal
ORD1850,2023-07-02,CUST0256,Cotton T-Shirt,Clothing,South,2,45.62,91.24,0.05,86.68,PayPal
ORD1851,2023-07-02,CUST0260,Coffee Maker,Kitchen,Central,2,30.94,61.88,0.0,61.88,Debit Card
ORD1852,2023-07-02,CUST0294,Backpack,Accessories,East,3,87.72,263.16,0.0,263.16,PayPal
ORD1853,2023-07-02,CUST0021,Throw Pillow,Home,West,4,37.09,148.36,0.15,126.11,PayPal
ORD1854,2023-07-02,CUST0229,Desk Lamp,Home,North,1,42.13,42.13,0.0,42.13,Debit Card
ORD1855,2023-07-02,CUST0114,Laptop Stand,Electronics,South,5,241.39,1206.95,0.0,1206.95,Debit Card
ORD1856,2023-07-02,CUST0045,Yoga Mat,Sports,North,5,104.19,520.95,0.0,520.95,Bank Transfer
ORD1857,2023-07-02,CUST0185,Yoga Mat,Sports,East,5,78.53,392.65,0.0,392.65,Bank Transfer
ORD1858,2023-07-03,CUST0229,Cotton T-Shirt,Clothing,South,1,29.93,29.93,0.0,29.93,Credit Card
ORD1859,2023-07-03,CUST0227,Yoga Mat,Sports,West,4,92.86,371.44,0.0,371.44,Debit Card
ORD1860,2023-07-03,CUST0045,Running Shoes,Footwear,West,4,140.65,562.6,0.0,562.6,PayPal
ORD1861,2023-07-03,CUST0193,Yoga Mat,Sports,South,5,118.6,593.0,0.24,450.68,Credit Card
ORD1862,2023-07-03,CUST0291,Wireless Headphones,Electronics,South,3,173.35,520.05,0.0,520.05,PayPal
ORD1863,2023-07-03,CUST0155,Yoga Mat,Sports,North,4,45.39,181.56,0.0,181.56,Debit Card
ORD1864,2023-07-03,CUST0079,Air Fryer,Kitchen,East,4,79.39,317.56,0.0,317.56,Debit Card
ORD1865,2023-07-03,CUST0148,Backpack,Accessories,Central,4,24.31,97.24,0.0,97.24,Bank Transfer
ORD1866,2023-07-03,CUST0253,Running Shoes,Footwear,East,2,39.12,78.24,0.0,78.24,Credit Card
ORD1867,2023-07-03,CUST0133,Wall Clock,Home,West,5,48.44,242.2,0.0,242.2,Bank Transfer
ORD1868,2023-07-03,CUST0298,USB-C Hub,Electronics,South,5,54.26,271.3,0.0,271.3,Credit Card
ORD1869,2023-07-04,CUST0183,Coffee Maker,Kitchen,Central,2,108.62,217.24,0.12,191.17,Credit Card
ORD1870,2023-07-04,CUST0094,Backpack,Accessories,South,1,53.54,53.54,0.0,53.54,Credit Card
ORD1871,2023-07-04,CUST0155,Wall Clock,Home,West,5,35.81,179.05,0.0,179.05,Debit Card
ORD1872,2023-07-04,CUST0145,Cotton T-Shirt,Clothing,North,5,34.15,170.75,0.08,157.09,Debit Card
ORD1873,2023-07-04,CUST0097,Air Fryer,Kitchen,South,2,52.53,105.06,0.09,95.6,Credit Card
ORD1874,2023-07-04,CUST0179,Hoodie,Clothing,East,1,19.34,19.34,0.05,18.37,Debit Card
ORD1875,2023-07-04,CUST0176,Cotton T-Shirt,Clothing,North,4,68.05,272.2,0.0,272.2,PayPal
ORD1876,2023-07-04,CUST0073,Backpack,Accessories,North,1,31.68,31.68,0.0,31.68,PayPal
ORD1877,2023-07-04,CUST0058,Backpack,Accessories,North,2,88.58,177.16,0.0,177.16,Credit Card
ORD1878,2023-07-04,CUST0263,Wireless Headphones,Electronics,West,4,61.76,247.04,0.21,195.16,Credit Card
ORD1879,2023-07-05,CUST0064,Water Bottle,Sports,North,3,85.1,255.3,0.0,255.3,PayPal
ORD1880,2023-07-05,CUST0143,Throw Pillow,Home,Central,2,63.65,127.3,0.08,117.12,Debit Card
ORD1881,2023-07-05,CUST0259,Cotton T-Shirt,Clothing,North,5,61.19,305.95,0.0,305.95,Credit Card
ORD1882,2023-07-05,CUST0145,USB-C Hub,Electronics,West,1,207.65,207.65,0.0,207.65,PayPal
ORD1883,2023-07-05,CUST0244,Desk Lamp,Home,North,1,83.94,83.94,0.0,83.94,Debit Card
ORD1884,2023-07-05,CUST0195,Throw Pillow,Home,North,1,24.47,24.47,0.0,24.47,Bank Transfer
ORD1885,2023-07-06,CUST0185,Hoodie,Clothing,North,3,19.79,59.37,0.08,54.62,Debit Card
ORD1886,2023-07-06,CUST0160,Desk Lamp,Home,West,1,36.25,36.25,0.11,32.26,Bank Transfer
ORD1887,2023-07-06,CUST0036,Protein Powder,Health,East,3,79.1,237.3,0.0,237.3,Bank Transfer
ORD1888,2023-07-06,CUST0268,Cotton T-Shirt,Clothing,North,4,54.34,217.36,0.0,217.36,Credit Card
ORD1889,2023-07-06,CUST0087,USB-C Hub,Electronics,North,4,257.51,1030.04,0.0,1030.04,Credit Card
ORD1890,2023-07-06,CUST0207,Cotton T-Shirt,Clothing,Central,3,24.62,73.86,0.0,73.86,Credit Card
ORD1891,2023-07-06,CUST0298,Protein Powder,Health,West,4,36.71,146.84,0.0,146.84,Debit Card
ORD1892,2023-07-06,CUST0262,Denim Jeans,Clothing,South,5,71.86,359.3,0.0,359.3,Debit Card
ORD1893,2023-07-07,CUST0069,USB-C Hub,Electronics,North,4,198.18,792.72,0.0,792.72,Credit Card
ORD1894,2023-07-07,CUST0168,USB-C Hub,Electronics,West,1,198.44,198.44,0.09,180.58,PayPal
ORD1895,2023-07-07,CUST0267,Backpack,Accessories,East,1,72.01,72.01,0.0,72.01,Bank Transfer
ORD1896,2023-07-07,CUST0176,Coffee Maker,Kitchen,North,4,137.86,551.44,0.0,551.44,Credit Card
ORD1897,2023-07-07,CUST0193,Bluetooth Speaker,Electronics,Central,1,164.09,164.09,0.0,164.09,Bank Transfer
ORD1898,2023-07-07,CUST0156,Coffee Maker,Kitchen,North,2,152.47,304.94,0.0,304.94,PayPal
ORD1899,2023-07-07,CUST0057,Air Fryer,Kitchen,South,3,187.46,562.38,0.0,562.38,Bank Transfer
ORD1900,2023-07-07,CUST0081,Desk Lamp,Home,West,5,47.59,237.95,0.0,237.95,Credit Card
ORD1901,2023-07-07,CUST0181,Denim Jeans,Clothing,South,5,73.16,365.8,0.0,365.8,Debit Card
ORD1902,2023-07-07,CUST0179,Sunglasses,Accessories,North,5,18.38,91.9,0.0,91.9,Credit Card
ORD1903,2023-07-07,CUST0180,Sunglasses,Accessories,South,4,40.89,163.56,0.0,163.56,Credit Card
ORD1904,2023-07-07,CUST0034,Protein Powder,Health,North,3,55.55,166.65,0.0,166.65,Debit Card
ORD1905,2023-07-08,CUST0217,Running Shoes,Footwear,North,3,40.42,121.26,0.0,121.26,Bank Transfer
ORD1906,2023-07-08,CUST0194,Water Bottle,Sports,North,4,76.74,306.96,0.0,306.96,Bank Transfer
ORD1907,2023-07-08,CUST0173,Sunglasses,Accessories,East,4,22.5,90.0,0.0,90.0,Bank Transfer
ORD1908,2023-07-08,CUST0224,Blender,Kitchen,West,3,66.66,199.98,0.0,199.98,PayPal
ORD1909,2023-07-08,CUST0148,Air Fryer,Kitchen,East,1,214.88,214.88,0.0,214.88,Debit Card
ORD1910,2023-07-08,CUST0048,Bluetooth Speaker,Electronics,South,5,169.61,848.05,0.0,848.05,Credit Card
ORD1911,2023-07-08,CUST0219,Throw Pillow,Home,South,1,55.31,55.31,0.0,55.31,PayPal
ORD1912,2023-07-08,CUST0277,Cotton T-Shirt,Clothing,West,3,43.79,131.37,0.0,131.37,Debit Card
ORD1913,2023-07-08,CUST0281,Yoga Mat,Sports,South,3,80.62,241.86,0.0,241.86,PayPal
ORD1914,2023-07-08,CUST0110,Wireless Headphones,Electronics,East,5,307.81,1539.05,0.0,1539.05,Bank Transfer
ORD1915,2023-07-09,CUST0076,Throw Pillow,Home,West,1,51.78,51.78,0.0,51.78,PayPal
ORD1916,2023-07-09,CUST0033,Mechanical Keyboard,Electronics,West,3,302.24,906.72,0.0,906.72,PayPal
ORD1917,2023-07-09,CUST0121,Hoodie,Clothing,South,3,52.7,158.1,0.0,158.1,Bank Transfer
ORD1918,2023-07-09,CUST0159,Protein Powder,Health,North,2,21.66,43.32,0.0,43.32,Bank Transfer
ORD1919,2023-07-09,CUST0104,Air Fryer,Kitchen,East,4,122.84,491.36,0.0,491.36,PayPal
ORD1920,2023-07-09,CUST0282,Water Bottle,Sports,North,3,97.92,293.76,0.0,293.76,PayPal
ORD1921,2023-07-09,CUST0161,Bluetooth Speaker,Electronics,Central,4,283.67,1134.68,0.23,873.7,Debit Card
ORD1922,2023-07-09,CUST0047,Laptop Stand,Electronics,Central,4,318.03,1272.12,0.0,1272.12,Bank Transfer
ORD1923,2023-07-09,CUST0268,Mechanical Keyboard,Electronics,North,5,269.34,1346.7,0.0,1346.7,Debit Card
ORD1924,2023-07-09,CUST0161,Air Fryer,Kitchen,Central,2,161.96,323.92,0.0,323.92,Debit Card
ORD1925,2023-07-09,CUST0055,Throw Pillow,Home,West,2,84.84,169.68,0.0,169.68,PayPal
ORD1926,2023-07-10,CUST0058,Coffee Maker,Kitchen,South,5,42.3,211.5,0.0,211.5,Debit Card
ORD1927,2023-07-10,CUST0075,Desk Lamp,Home,South,2,87.07,174.14,0.0,174.14,Debit Card
ORD1928,2023-07-10,CUST0018,Air Fryer,Kitchen,West,3,34.64,103.92,0.0,103.92,Credit Card
ORD1929,2023-07-10,CUST0186,Protein Powder,Health,South,4,38.56,154.24,0.0,154.24,Credit Card
ORD1930,2023-07-10,CUST0202,Desk Lamp,Home,Central,4,41.08,164.32,0.0,164.32,Debit Card
ORD1931,2023-07-10,CUST0083,Backpack,Accessories,North,2,37.31,74.62,0.0,74.62,Bank Transfer
ORD1932,2023-07-10,CUST0042,Sunglasses,Accessories,Central,4,74.2,296.8,0.0,296.8,Bank Transfer
ORD1933,2023-07-10,CUST0052,Air Fryer,Kitchen,West,3,187.82,563.46,0.0,563.46,PayPal
ORD1934,2023-07-10,CUST0281,Water Bottle,Sports,East,3,59.19,177.57,0.0,177.57,Debit Card
ORD1935,2023-07-11,CUST0070,Bluetooth Speaker,Electronics,East,2,238.05,476.1,0.0,476.1,Credit Card
ORD1936,2023-07-11,CUST0265,Denim Jeans,Clothing,North,3,31.76,95.28,0.08,87.66,PayPal
ORD1937,2023-07-11,CUST0069,Wall Clock,Home,West,3,46.12,138.36,0.0,138.36,Debit Card
